team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,FENERBAHÇE BEKO,208.1,241.0,"[79, 89, 92, 95, 100]",5,79|89|92|95|100,"['1:79', '1:89', '1:92', '1:95', '1:100']","['T. Biberoviç', 'O. Bitim', 'N. Melli', 'D. Hall', 'S. Vilbekin']",1:79|1:89|1:92|1:95|1:100,Unknownx5,2,08:51:00,2,06:29:00,28,19,34,24
1,FENERBAHÇE BEKO,241.1,275.0,"[76, 79, 90, 92, 94]",5,76|79|90|92|94,"['1:76', '1:79', '1:90', '1:92', '1:94']","['M. Mahmutoglu', 'T. Biberoviç', 'A. Zagars', 'N. Melli', 'W. Baldwin Iv']",1:76|1:79|1:90|1:92|1:94,Unknownx5,2,06:29:00,2,03:45:00,34,24,36,30
1,FENERBAHÇE BEKO,275.1,290.0,"[78, 90, 92, 94, 98]",5,78|90|92|94|98,"['1:78', '1:90', '1:92', '1:94', '1:98']","['M. Eksioglu', 'A. Zagars', 'N. Melli', 'W. Baldwin Iv', 'M. Jantunen']",1:78|1:90|1:92|1:94|1:98,Unknownx5,2,03:45:00,2,03:17:00,36,30,36,30
1,FENERBAHÇE BEKO,290.1,306.0,"[78, 92, 94, 98, 100]",5,78|92|94|98|100,"['1:78', '1:92', '1:94', '1:98', '1:100']","['M. Eksioglu', 'N. Melli', 'W. Baldwin Iv', 'M. Jantunen', 'S. Vilbekin']",1:78|1:92|1:94|1:98|1:100,Unknownx5,2,03:17:00,2,02:18:00,36,30,36,33
1,FENERBAHÇE BEKO,306.1,339.0,"[78, 79, 92, 95, 100]",5,78|79|92|95|100,"['1:78', '1:79', '1:92', '1:95', '1:100']","['M. Eksioglu', 'T. Biberoviç', 'N. Melli', 'D. Hall', 'S. Vilbekin']",1:78|1:79|1:92|1:95|1:100,Unknownx5,2,02:18:00,2,00:43:70,36,33,40,37
1,FENERBAHÇE BEKO,339.1,351.0,"[79, 91, 94, 95, 100]",5,79|91|94|95|100,"['1:79', '1:91', '1:94', '1:95', '1:100']","['T. Biberoviç', 'K. Birch', 'W. Baldwin Iv', 'D. Hall', 'S. Vilbekin']",1:79|1:91|1:94|1:95|1:100,Unknownx5,2,00:43:70,2,00:36:30,40,37,43,38
1,FENERBAHÇE BEKO,351.1,364.0,"[78, 79, 91, 95, 100]",5,78|79|91|95|100,"['1:78', '1:79', '1:91', '1:95', '1:100']","['M. Eksioglu', 'T. Biberoviç', 'K. Birch', 'D. Hall', 'S. Vilbekin']",1:78|1:79|1:91|1:95|1:100,Unknownx5,2,00:36:30,2,00:20:40,43,38,43,38
1,FENERBAHÇE BEKO,364.1,374.0,"[79, 91, 94, 95, 100]",5,79|91|94|95|100,"['1:79', '1:91', '1:94', '1:95', '1:100']","['T. Biberoviç', 'K. Birch', 'W. Baldwin Iv', 'D. Hall', 'S. Vilbekin']",1:79|1:91|1:94|1:95|1:100,Unknownx5,2,00:20:40,3,10:00:00,43,38,43,38
1,FENERBAHÇE BEKO,374.1,428.0,"[77, 89, 91, 95, 100]",5,77|89|91|95|100,"['1:77', '1:89', '1:91', '1:95', '1:100']","['J. Birsen', 'O. Bitim', 'K. Birch', 'D. Hall', 'S. Vilbekin']",1:77|1:89|1:91|1:95|1:100,Unknownx5,3,10:00:00,3,05:43:00,43,38,52,42
1,FENERBAHÇE BEKO,428.1,483.0,"[77, 89, 90, 94, 98]",5,77|89|90|94|98,"['1:77', '1:89', '1:90', '1:94', '1:98']","['J. Birsen', 'O. Bitim', 'A. Zagars', 'W. Baldwin Iv', 'M. Jantunen']",1:77|1:89|1:90|1:94|1:98,Unknownx5,3,05:43:00,3,02:54:00,52,42,57,48
1,FENERBAHÇE BEKO,483.1,494.0,"[77, 79, 90, 94, 98]",5,77|79|90|94|98,"['1:77', '1:79', '1:90', '1:94', '1:98']","['J. Birsen', 'T. Biberoviç', 'A. Zagars', 'W. Baldwin Iv', 'M. Jantunen']",1:77|1:79|1:90|1:94|1:98,Unknownx5,3,02:54:00,3,02:26:00,57,48,59,48
1,FENERBAHÇE BEKO,494.1,508.0,"[76, 77, 79, 94, 98]",5,76|77|79|94|98,"['1:76', '1:77', '1:79', '1:94', '1:98']","['M. Mahmutoglu', 'J. Birsen', 'T. Biberoviç', 'W. Baldwin Iv', 'M. Jantunen']",1:76|1:77|1:79|1:94|1:98,Unknownx5,3,02:26:00,3,01:51:00,59,48,61,48
1,FENERBAHÇE BEKO,508.1,523.0,"[76, 77, 78, 79, 98]",5,76|77|78|79|98,"['1:76', '1:77', '1:78', '1:79', '1:98']","['M. Mahmutoglu', 'J. Birsen', 'M. Eksioglu', 'T. Biberoviç', 'M. Jantunen']",1:76|1:77|1:78|1:79|1:98,Unknownx5,3,01:51:00,3,00:51:90,61,48,61,50
1,FENERBAHÇE BEKO,523.1,553.0,"[76, 78, 79, 92, 98]",5,76|78|79|92|98,"['1:76', '1:78', '1:79', '1:92', '1:98']","['M. Mahmutoglu', 'M. Eksioglu', 'T. Biberoviç', 'N. Melli', 'M. Jantunen']",1:76|1:78|1:79|1:92|1:98,Unknownx5,3,00:51:90,4,08:55:00,61,50,68,52
1,FENERBAHÇE BEKO,553.1,563.0,"[76, 77, 78, 79, 92]",5,76|77|78|79|92,"['1:76', '1:77', '1:78', '1:79', '1:92']","['M. Mahmutoglu', 'J. Birsen', 'M. Eksioglu', 'T. Biberoviç', 'N. Melli']",1:76|1:77|1:78|1:79|1:92,Unknownx5,4,08:55:00,4,08:41:00,68,52,71,54
1,FENERBAHÇE BEKO,563.1,575.0,"[76, 77, 78, 79, 91]",5,76|77|78|79|91,"['1:76', '1:77', '1:78', '1:79', '1:91']","['M. Mahmutoglu', 'J. Birsen', 'M. Eksioglu', 'T. Biberoviç', 'K. Birch']",1:76|1:77|1:78|1:79|1:91,Unknownx5,4,08:41:00,4,07:37:00,71,54,77,57
1,FENERBAHÇE BEKO,575.1,596.0,"[76, 77, 79, 90, 91]",5,76|77|79|90|91,"['1:76', '1:77', '1:79', '1:90', '1:91']","['M. Mahmutoglu', 'J. Birsen', 'T. Biberoviç', 'A. Zagars', 'K. Birch']",1:76|1:77|1:79|1:90|1:91,Unknownx5,4,07:37:00,4,06:33:00,77,57,77,59
1,FENERBAHÇE BEKO,596.1,609.0,"[76, 77, 89, 90, 91]",5,76|77|89|90|91,"['1:76', '1:77', '1:89', '1:90', '1:91']","['M. Mahmutoglu', 'J. Birsen', 'O. Bitim', 'A. Zagars', 'K. Birch']",1:76|1:77|1:89|1:90|1:91,Unknownx5,4,06:33:00,4,05:54:00,77,59,77,60
1,FENERBAHÇE BEKO,609.1,638.0,"[78, 89, 90, 91, 92]",5,78|89|90|91|92,"['1:78', '1:89', '1:90', '1:91', '1:92']","['M. Eksioglu', 'O. Bitim', 'A. Zagars', 'K. Birch', 'N. Melli']",1:78|1:89|1:90|1:91|1:92,Unknownx5,4,05:54:00,4,04:17:00,77,60,80,62
1,FENERBAHÇE BEKO,638.1,648.0,"[76, 77, 78, 89, 92]",5,76|77|78|89|92,"['1:76', '1:77', '1:78', '1:89', '1:92']","['M. Mahmutoglu', 'J. Birsen', 'M. Eksioglu', 'O. Bitim', 'N. Melli']",1:76|1:77|1:78|1:89|1:92,Unknownx5,4,04:17:00,4,03:51:00,80,62,80,62
1,FENERBAHÇE BEKO,648.1,702.0,"[76, 77, 78, 89, 98]",5,76|77|78|89|98,"['1:76', '1:77', '1:78', '1:89', '1:98']","['M. Mahmutoglu', 'J. Birsen', 'M. Eksioglu', 'O. Bitim', 'M. Jantunen']",1:76|1:77|1:78|1:89|1:98,Unknownx5,4,03:51:00,4,00:00:00,80,62,87,73
2,KARSIYAKA,1.0,44.0,"[78, 86, 87, 88, 89]",5,78|86|87|88|89,"['2:78', '2:86', '2:87', '2:88', '2:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",2:78|2:86|2:87|2:88|2:89,Unknownx5,1,10:00:00,1,06:37:00,0,0,9,9
2,KARSIYAKA,44.1,115.0,"[78, 86, 87, 88, 93]",5,78|86|87|88|93,"['2:78', '2:86', '2:87', '2:88', '2:93']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Young']",2:78|2:86|2:87|2:88|2:93,Unknownx5,1,06:37:00,1,02:53:00,9,9,11,21
2,KARSIYAKA,115.1,126.0,"[78, 85, 87, 88, 93]",5,78|85|87|88|93,"['2:78', '2:85', '2:87', '2:88', '2:93']","['S. Geyik', 'R. Tarrant Jr', 'J. Alston', 'M. Moore', 'C. Young']",2:78|2:85|2:87|2:88|2:93,Unknownx5,1,02:53:00,1,02:27:00,11,21,11,21
2,KARSIYAKA,126.1,146.0,"[79, 85, 87, 88, 93]",5,79|85|87|88|93,"['2:79', '2:85', '2:87', '2:88', '2:93']","['M. Celep', 'R. Tarrant Jr', 'J. Alston', 'M. Moore', 'C. Young']",2:79|2:85|2:87|2:88|2:93,Unknownx5,1,02:27:00,1,01:30:00,11,21,13,23
2,KARSIYAKA,146.1,181.0,"[79, 85, 87, 89, 93]",5,79|85|87|89|93,"['2:79', '2:85', '2:87', '2:89', '2:93']","['M. Celep', 'R. Tarrant Jr', 'J. Alston', 'C. Manning Jr', 'C. Young']",2:79|2:85|2:87|2:89|2:93,Unknownx5,1,01:30:00,2,10:00:00,13,23,15,27
2,KARSIYAKA,181.1,195.0,"[78, 79, 85, 89, 93]",5,78|79|85|89|93,"['2:78', '2:79', '2:85', '2:89', '2:93']","['S. Geyik', 'M. Celep', 'R. Tarrant Jr', 'C. Manning Jr', 'C. Young']",2:78|2:79|2:85|2:89|2:93,Unknownx5,2,10:00:00,2,09:10:00,15,27,17,27
2,KARSIYAKA,195.1,221.0,"[78, 85, 87, 89, 93]",5,78|85|87|89|93,"['2:78', '2:85', '2:87', '2:89', '2:93']","['S. Geyik', 'R. Tarrant Jr', 'J. Alston', 'C. Manning Jr', 'C. Young']",2:78|2:85|2:87|2:89|2:93,Unknownx5,2,09:10:00,2,07:38:00,17,27,19,34
2,KARSIYAKA,221.1,279.0,"[78, 86, 87, 88, 89]",5,78|86|87|88|89,"['2:78', '2:86', '2:87', '2:88', '2:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",2:78|2:86|2:87|2:88|2:89,Unknownx5,2,07:38:00,2,03:45:00,19,34,30,36
2,KARSIYAKA,279.1,288.0,"[78, 82, 86, 88, 89]",5,78|82|86|88|89,"['2:78', '2:82', '2:86', '2:88', '2:89']","['S. Geyik', 'E. Özçelik', 'C. Chiozza', 'M. Moore', 'C. Manning Jr']",2:78|2:82|2:86|2:88|2:89,Unknownx5,2,03:45:00,2,03:17:00,30,36,30,36
2,KARSIYAKA,288.1,327.0,"[78, 82, 86, 88, 93]",5,78|82|86|88|93,"['2:78', '2:82', '2:86', '2:88', '2:93']","['S. Geyik', 'E. Özçelik', 'C. Chiozza', 'M. Moore', 'C. Young']",2:78|2:82|2:86|2:88|2:93,Unknownx5,2,03:17:00,2,01:28:00,30,36,35,37
2,KARSIYAKA,327.1,337.0,"[78, 82, 86, 87, 93]",5,78|82|86|87|93,"['2:78', '2:82', '2:86', '2:87', '2:93']","['S. Geyik', 'E. Özçelik', 'C. Chiozza', 'J. Alston', 'C. Young']",2:78|2:82|2:86|2:87|2:93,Unknownx5,2,01:28:00,2,00:43:70,35,37,37,40
2,KARSIYAKA,337.1,353.0,"[79, 82, 86, 87, 93]",5,79|82|86|87|93,"['2:79', '2:82', '2:86', '2:87', '2:93']","['M. Celep', 'E. Özçelik', 'C. Chiozza', 'J. Alston', 'C. Young']",2:79|2:82|2:86|2:87|2:93,Unknownx5,2,00:43:70,2,00:36:30,37,40,38,43
2,KARSIYAKA,353.1,362.0,"[82, 86, 87, 88, 93]",5,82|86|87|88|93,"['2:82', '2:86', '2:87', '2:88', '2:93']","['E. Özçelik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Young']",2:82|2:86|2:87|2:88|2:93,Unknownx5,2,00:36:30,2,00:20:40,38,43,38,43
2,KARSIYAKA,362.1,378.0,"[82, 85, 86, 87, 93]",5,82|85|86|87|93,"['2:82', '2:85', '2:86', '2:87', '2:93']","['E. Özçelik', 'R. Tarrant Jr', 'C. Chiozza', 'J. Alston', 'C. Young']",2:82|2:85|2:86|2:87|2:93,Unknownx5,2,00:20:40,3,10:00:00,38,43,38,43
2,KARSIYAKA,378.1,456.0,"[78, 86, 87, 88, 89]",5,78|86|87|88|89,"['2:78', '2:86', '2:87', '2:88', '2:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",2:78|2:86|2:87|2:88|2:89,Unknownx5,3,10:00:00,3,04:07:00,38,43,46,52
2,KARSIYAKA,456.1,488.0,"[78, 86, 88, 89, 93]",5,78|86|88|89|93,"['2:78', '2:86', '2:88', '2:89', '2:93']","['S. Geyik', 'C. Chiozza', 'M. Moore', 'C. Manning Jr', 'C. Young']",2:78|2:86|2:88|2:89|2:93,Unknownx5,3,04:07:00,3,02:45:00,46,52,48,57
2,KARSIYAKA,488.1,496.0,"[78, 86, 87, 89, 93]",5,78|86|87|89|93,"['2:78', '2:86', '2:87', '2:89', '2:93']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'C. Manning Jr', 'C. Young']",2:78|2:86|2:87|2:89|2:93,Unknownx5,3,02:45:00,3,02:26:00,48,57,48,59
2,KARSIYAKA,496.1,525.0,"[79, 86, 87, 89, 93]",5,79|86|87|89|93,"['2:79', '2:86', '2:87', '2:89', '2:93']","['M. Celep', 'C. Chiozza', 'J. Alston', 'C. Manning Jr', 'C. Young']",2:79|2:86|2:87|2:89|2:93,Unknownx5,3,02:26:00,3,00:51:90,48,59,50,61
2,KARSIYAKA,525.1,538.0,"[79, 85, 87, 89, 93]",5,79|85|87|89|93,"['2:79', '2:85', '2:87', '2:89', '2:93']","['M. Celep', 'R. Tarrant Jr', 'J. Alston', 'C. Manning Jr', 'C. Young']",2:79|2:85|2:87|2:89|2:93,Unknownx5,3,00:51:90,4,10:00:00,50,61,50,65
2,KARSIYAKA,538.1,577.0,"[78, 85, 87, 89, 93]",5,78|85|87|89|93,"['2:78', '2:85', '2:87', '2:89', '2:93']","['S. Geyik', 'R. Tarrant Jr', 'J. Alston', 'C. Manning Jr', 'C. Young']",2:78|2:85|2:87|2:89|2:93,Unknownx5,4,10:00:00,4,07:37:00,50,65,57,77
2,KARSIYAKA,577.1,598.0,"[78, 86, 87, 88, 89]",5,78|86|87|88|89,"['2:78', '2:86', '2:87', '2:88', '2:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",2:78|2:86|2:87|2:88|2:89,Unknownx5,4,07:37:00,4,06:33:00,57,77,59,77
2,KARSIYAKA,598.1,650.0,"[83, 86, 87, 88, 89]",5,83|86|87|88|89,"['2:83', '2:86', '2:87', '2:88', '2:89']","['E. Yapici', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",2:83|2:86|2:87|2:88|2:89,Unknownx5,4,06:33:00,4,03:51:00,59,77,62,80
2,KARSIYAKA,650.1,664.0,"[82, 83, 86, 87, 88]",5,82|83|86|87|88,"['2:82', '2:83', '2:86', '2:87', '2:88']","['E. Özçelik', 'E. Yapici', 'C. Chiozza', 'J. Alston', 'M. Moore']",2:82|2:83|2:86|2:87|2:88,Unknownx5,4,03:51:00,4,03:01:00,62,80,62,83
2,KARSIYAKA,664.1,702.0,"[81, 82, 83, 87, 88]",5,81|82|83|87|88,"['2:81', '2:82', '2:83', '2:87', '2:88']","['M. Kuntker', 'E. Özçelik', 'E. Yapici', 'J. Alston', 'M. Moore']",2:81|2:82|2:83|2:87|2:88,Unknownx5,4,03:01:00,4,00:00:00,62,83,73,87
