team_no,team_name,team_code,player_no,name,shirtNumber,position_raw,position_group,pair_token
1,BAHÇESEHIR KOLEJI,BSK,4,A. Aydin,23,,,1:4
1,BAHÇESEHIR KOLEJI,BSK,77,B. Koprivica,8,,,1:77
1,BAHÇESEHIR KOLEJI,BSK,64,C. Coskun,10,,,1:64
1,BAHÇESEHIR KOLEJI,BSK,75,C. Homesley,5,,,1:75
1,BAHÇESEHIR KOLEJI,BSK,63,F. Haltali,14,,,1:63
1,BAHÇESEHIR KOLEJI,BSK,3,G. Bas,57,,,1:3
1,BAHÇESEHIR KOLEJI,BSK,78,H. Hale,77,,,1:78
1,BAHÇESEHIR KOLEJI,BSK,1,I. Akpinar,33,,,1:1
1,BAHÇESEHIR KOLEJI,BSK,80,M. Flynn,22,,,1:80
1,BAHÇESEHIR KOLEJI,BSK,76,M. Mitchell Ii,11,,,1:76
1,BAHÇESEHIR KOLEJI,BSK,73,M. Ponitka,28,,,1:73
1,BAHÇESEHIR KOLEJI,BSK,79,T. Williams,50,,,1:79
2,MERSIN SPOR,MSK,56,A. Cowan,7,,,2:56
2,MERSIN SPOR,MSK,55,A. Olaseni,0,,,2:55
2,MERSIN SPOR,MSK,7,B. Bentil,50,,,2:7
2,MERSIN SPOR,MSK,4,E. Tirpanci,10,,,2:4
2,MERSIN SPOR,MSK,6,F. Cruz Saldivar,9,,,2:6
2,MERSIN SPOR,MSK,1,H. Sayili,8,,,2:1
2,MERSIN SPOR,MSK,5,J. Cobbs,1,,,2:5
2,MERSIN SPOR,MSK,9,J. White,14,,,2:9
2,MERSIN SPOR,MSK,3,K. Özmizrak,3,,,2:3
2,MERSIN SPOR,MSK,8,L. Apaydin,5,,,2:8
2,MERSIN SPOR,MSK,2,M. Kiliçli,13,,,2:2
2,MERSIN SPOR,MSK,10,R. March Jr,4,,,2:10
