team_no,team_name,team_code,player_no,name,shirtNumber,position_raw,position_group,pair_token
1,BAHÇESEHIR KOLEJI,BSK,4,A. Aydin,23,,,1:4
1,BAHÇESEHIR KOLEJI,BSK,78,B. Koprivica,8,,,1:78
1,BAHÇESEHIR KOLEJI,BSK,76,C. Homesley,5,,,1:76
1,BAHÇESEHIR KOLEJI,BSK,2,C. Mutaf,17,,,1:2
1,BAHÇESEHIR KOLEJI,BSK,3,G. Bas,57,,,1:3
1,BAHÇESEHIR KOLEJI,BSK,79,H. Hale,77,,,1:79
1,BAHÇESEHIR KOLEJI,BSK,1,I. Akpinar,33,,,1:1
1,BAHÇESEHIR KOLEJI,BSK,62,K. Sipahi,55,,,1:62
1,BAHÇESEHIR KOLEJI,BSK,81,M. Flynn,22,,,1:81
1,BAHÇESEHIR KOLEJI,BSK,77,M. Mitchell Ii,11,,,1:77
1,BAHÇESEHIR KOLEJI,BSK,74,M. Ponitka,28,,,1:74
1,BAHÇESEHIR KOLEJI,BSK,80,T. Williams,50,,,1:80
2,GALATASARAY MCT TECHNIC,GSM,38,A. Tuncer,19,,,2:38
2,GALATASARAY MCT TECHNIC,GSM,108,C. Bishop,13,,,2:108
2,GALATASARAY MCT TECHNIC,GSM,71,C. Korkmaz,8,,,2:71
2,GALATASARAY MCT TECHNIC,GSM,102,E. Mc Collum,3,,,2:102
2,GALATASARAY MCT TECHNIC,GSM,105,F. Gillespie Ii,33,,,2:105
2,GALATASARAY MCT TECHNIC,GSM,104,F. White Jr,35,,,2:104
2,GALATASARAY MCT TECHNIC,GSM,103,J. Palmer Jr,12,,,2:103
2,GALATASARAY MCT TECHNIC,GSM,99,M. Yasar,77,,,2:99
2,GALATASARAY MCT TECHNIC,GSM,107,R. Meeks,9,,,2:107
2,GALATASARAY MCT TECHNIC,GSM,70,R. Öncel,10,,,2:70
2,GALATASARAY MCT TECHNIC,GSM,101,T. Görener,5,,,2:101
2,GALATASARAY MCT TECHNIC,GSM,109,W. Cummings,7,,,2:109
