team_no,team_name,team_code,player_no,name,shirtNumber,position_raw,position_group,pair_token
1,GLINT MANISA BASKET,MNS,16,A. Çamoglu,21,,,1:16
1,GLINT MANISA BASKET,MNS,23,B. Eryurtlu,6,,,1:23
1,GLINT MANISA BASKET,MNS,22,B. Çal,11,,,1:22
1,GLINT MANISA BASKET,MNS,31,D. Smith,2,,,1:31
1,GLINT MANISA BASKET,MNS,29,E. Mobley,15,,,1:29
1,GLINT MANISA BASKET,MNS,15,I. Yilmaz,9,,,1:15
1,GLINT MANISA BASKET,MNS,28,J. Johnson,34,,,1:28
1,GLINT MANISA BASKET,MNS,33,J. Mintz,10,,,1:33
1,GLINT MANISA BASKET,MNS,32,J. Scrubb,1,,,1:32
1,GLINT MANISA BASKET,MNS,34,K. Zemaitis,13,,,1:34
1,GLINT MANISA BASKET,MNS,27,M. Yerkazanoglu,12,,,1:27
1,GLINT MANISA BASKET,MNS,24,Y. Onan,7,,,1:24
2,ESENLER EROKSPOR,ERK,19,A. Duverioglu,44,,,2:19
2,ESENLER EROKSPOR,ERK,20,E. Arna,18,,,2:20
2,ESENLER EROKSPOR,ERK,21,E. Gazi,7,,,2:21
2,ESENLER EROKSPOR,ERK,26,J. Crawford,1,,,2:26
2,ESENLER EROKSPOR,ERK,23,J. Gant,23,,,2:23
2,ESENLER EROKSPOR,ERK,28,J. Love,22,,,2:28
2,ESENLER EROKSPOR,ERK,27,J. Simmons,11,,,2:27
2,ESENLER EROKSPOR,ERK,25,L. Galloway,9,,,2:25
2,ESENLER EROKSPOR,ERK,17,M. Akyel,41,,,2:17
2,ESENLER EROKSPOR,ERK,24,P. Cornelie,12,,,2:24
2,ESENLER EROKSPOR,ERK,15,T. Akyazili,14,,,2:15
2,ESENLER EROKSPOR,ERK,22,T. Thurman,15,,,2:22
